site_ID,sample_dt,state_abb,HUC02_code,d2H__permil,d18O__permil,latitude,longitude,elevation__m,mean_annual_air_temp__degC,annual_precip__mm,d2H_precip_annual__permil,d18O_precip_annual__permil,dist2coast__km,d2H_precip_season_1__permil,d2H_precip_season_2__permil,d18O_precip_season_1__permil,d18O_precip_season_2__permil
USGS - 390528123103801,2017-06-09,CA,18,-45.2,-6.89,39.0911111,-123.178611,167.93660469369095,14.859999656677246,986.4099873900414,-54.324098831015874,-8.090591336308385,47.87462109375,-55.86588305562246,-43.65330687219486,-8.301766350637738,-6.629034833475629
USGS - 390528123103802,2009-06-18,CA,18,-49.31,-7.19,39.09125,-123.1787778,168.24138982017678,14.859999656677246,986.4099873900414,-54.324098831015874,-8.090591336308385,47.87462109375,-55.86588305562246,-43.65330687219486,-8.301766350637738,-6.629034833475629
USGS - 390528123103802,2012-05-02,CA,18,-51.8,-7.5,39.09125,-123.1787778,168.24138982017678,14.859999656677246,986.4099873900414,-54.324098831015874,-8.090591336308385,47.87462109375,-55.86588305562246,-43.65330687219486,-8.301766350637738,-6.629034833475629
USGS - 390528123103802,2018-06-08,CA,18,-46.7,-7.12,39.09125,-123.1787778,168.24138982017678,14.859999656677246,986.4099873900414,-54.324098831015874,-8.090591336308385,47.87462109375,-55.86588305562246,-43.65330687219486,-8.301766350637738,-6.629034833475629
USGS - 390539119561001,1989-11-01,NV,16,-96.5,-12.2,39.0940747,-119.937128,1911.0027430661382,6.860000133514404,659.3700003623962,-103.70298936379197,-14.213034072874297,269.00115625,-111.09349770182136,-74.29887457434621,-15.133288347248214,-10.55168069066297
USGS - 390541119562501,1989-11-01,NV,16,-92,-11.75,39.09463027,-119.9412948,1900.3352636391344,6.960000038146973,456.30000019073486,-104.11552866166359,-14.258989638933869,269.00115625,-111.27476056318224,-73.48692000753265,-15.15061867607146,-10.444424257410938
USGS - 390543114081801,2005-07-16,NV,16,-113,-15.08,39.09738889,-114.1361944,1679.6708320633952,9.770000457763672,213.0699987411499,-89.81844256390067,-12.130808384370663,684.795,-110.38647194404274,-70.79455542195079,-14.820118469846712,-9.643397947851787
USGS - 390600120090001,2007-07-11,CA,16,-98.5,-13.66,39.1134722,-120.15775,1899.420908259677,6.679999828338623,1030.7500157356262,-103.05064008008628,-14.11850884827315,254.029515625,-109.04272977727823,-74.08688581765077,-14.8666161351472,-10.502408725870371
USGS - 390600120090001,2017-09-21,CA,16,-97.7,-13.41,39.1134722,-120.15775,1899.420908259677,6.679999828338623,1030.7500157356262,-103.05064008008628,-14.11850884827315,254.029515625,-109.04272977727823,-74.08688581765077,-14.8666161351472,-10.502408725870371
USGS - 390600121380001,2006-07-20,CA,18,-60.8,-8.28,39.1088611,-121.6343056,15.239256324291373,16.65999984741211,544.940006673336,-69.60317855586453,-9.525871868578939,160.941,-71.37249025487147,-58.60542176376085,-9.76337467367163,-8.04959264234992
USGS - 390605095485901,2018-08-23,KS,10,-35.7,-5.61,39.1014333,-95.8164389,276.1353245961597,12.920000076293945,935.9500045776367,-39.97438997343645,-6.295240389442872,1060.372875,-64.94197780816303,-29.67262757361565,-9.559668741823932,-4.948319526569669
USGS - 390610118554202,2011-04-11,NV,16,-117,-15.31,39.10263889,-118.9284444,1288.021944529107,11.539999961853027,119.8999981880188,-90.3551123093317,-12.233819289394859,348.11984375,-105.37521072419534,-72.12355777415917,-14.191779766466114,-9.85722615346191
USGS - 390610118554301,2006-08-01,NV,16,-115,-15.06,39.10269444,-118.9285,1286.3913441024076,11.539999961853027,119.8999981880188,-90.3551123093317,-12.233819289394859,348.11984375,-105.37521072419534,-72.12355777415917,-14.191779766466114,-9.85722615346191
USGS - 390610123101001,2018-06-05,CA,18,-48.9,-7.37,39.1027222,-123.169361,174.94666260286496,14.859999656677246,986.4099873900414,-54.42299473302894,-8.100944500746968,51.2818984375,-55.96745773173375,-43.73366279860943,-8.312396594068089,-6.637470315573025
USGS - 390643074522501,2018-09-26,NJ,2,-39.2,-6.64,39.11194444,-74.8736556,3.047851264858275,12.880000114440918,1112.25,-38.804258844579984,-6.531106393694808,8.647376953125,-50.17121982388638,-28.046196037103186,-8.045464879158098,-5.097868105175267
USGS - 390655119463101,1988-08-15,NV,16,-112,-14.3,39.11518674,-119.7762916,1446.5102103017373,9.199999809265137,332.2200040817261,-96.19765169350946,-13.19460981919121,282.96971875,-103.16833274011941,-67.69345574174825,-14.067873399300149,-9.62369954689485
USGS - 390657076462602,2016-11-22,MD,2,-44.4,-7.32,39.1158333,-76.77388889,49.81408107284364,12.800000190734863,1115.259994506836,-41.858949879557855,-6.95466345910686,34.57258984375,-54.26955619213858,-30.646788352616156,-8.595140755791657,-5.472600817767567
USGS - 390658118583801,2006-08-01,NV,16,-107,-13.75,39.11602778,-118.9773333,1291.2496190185918,11.479999542236328,116.8799991607666,-89.99437492612194,-12.19313442002761,344.1864375,-105.00578427906697,-72.02582828164071,-14.147704043279393,-9.853528932270162
USGS - 390700118584101,2011-04-11,NV,16,-106,-13.21,39.11677778,-118.978,1296.2511429442243,11.479999542236328,116.8799991607666,-89.99437492612194,-12.19313442002761,344.1864375,-105.00578427906697,-72.02582828164071,-14.147704043279393,-9.853528932270162
USGS - 390700121000001,2015-12-09,CA,18,-60.5,-8.83,39.12866667,-121.0146389,533.6787564766839,14.630000114440918,1209.5100161135197,-81.49978033278278,-10.94994137352299,197.778765625,-84.41318084893265,-64.72391701323922,-11.321477234799197,-8.810573699892066
USGS - 390708119450301,2002-09-16,NV,16,-111,-14.62,39.1188536,-119.7518466,1442.8527887839073,10.010000228881836,233.84000325202942,-93.05498473420624,-12.781588152644293,282.96971875,-100.69232247466095,-65.74289643816893,-13.746382086944935,-9.331362553466166
USGS - 390708123113301,2017-06-09,CA,18,-48.2,-7.16,39.11869444,-123.1929694,177.08015848826577,14.75,1004.7700005173683,-54.47120342411288,-8.104520514983047,51.2818984375,-56.02799013821544,-43.796120119204424,-8.317285495399137,-6.645564245014983
USGS - 390708123113301,2018-06-08,CA,18,-47.7,-7.11,39.11869444,-123.1929694,177.08015848826577,14.75,1004.7700005173683,-54.47120342411288,-8.104520514983047,51.2818984375,-56.02799013821544,-43.796120119204424,-8.317285495399137,-6.645564245014983
USGS - 390717123093101,2009-06-25,CA,18,-50.02,-7.4,39.1213333,-123.1585833,199.93904297470283,14.930000305175781,962.9599947929382,-54.57798404164879,-8.115429092569986,51.2818984375,-56.134989526468836,-43.8120460023405,-8.328036080152996,-6.645355000476431
USGS - 390726077162601,2014-06-12,MD,2,-44.7,-7.49,39.12322778,-77.27315278,125.2666869856751,12.819999694824219,1062.7899932861328,-42.27577771948776,-7.0356494222849575,75.4411015625,-55.302958332897916,-31.176593688480402,-8.758737533310475,-5.567575008256806
USGS - 390758119453701,2002-09-16,NV,16,-105,-13.7,39.13263147,-119.7612638,1438.8905821395915,10.010000228881836,233.84000325202942,-93.41643572960334,-12.8223591594952,282.96971875,-101.05434632441995,-66.10229878575865,-13.787561400396827,-9.370673399288735
USGS - 390800121080001,2008-09-18,CA,18,-59.9,-8.62,39.1428333,-121.1464722,514.172508381591,15.369999885559082,991.4099938869476,-80.43032763512491,-10.863337208496738,191.917640625,-83.18311988803741,-64.35881675683987,-11.217804746654586,-8.793864261892125
USGS - 390800122160001,2006-08-08,CA,18,-60.5,-8.15,39.13655556,-122.2740278,55.470893020420604,16.5,471.7900079190731,-60.93832104642183,-8.592788004372153,115.46278125,-62.354610528498945,-50.17245572806587,-8.780934155197441,-7.1626029062365175
USGS - 390802119461701,1988-08-16,NV,16,-114,-14.5,39.13379807,-119.772403,1435.5379457482475,9.199999809265137,332.2200040817261,-95.04435660676543,-13.017387041880658,282.96971875,-101.83328486953818,-67.28337591857598,-13.871795687490366,-9.523577517513939
USGS - 390805074500001,2018-09-12,NJ,2,-40.7,-6.81,39.13505556,-74.8331111,4.571776897287412,12.859999656677246,1113.349983215332,-38.90893982709806,-6.543837641632583,7.03702001953125,-50.310202280334316,-28.092965768516752,-8.06217119719734,-5.103448331763014
USGS - 390809120090740,2016-04-21,CA,16,-98,-13.55,39.1357472,-120.1517028,1896.6778421213044,6.679999828338623,1030.7500157356262,-103.2553507937362,-14.14477722776942,254.029515625,-109.24678810145748,-74.29474994422287,-14.892851765107219,-10.528835403264313
USGS - 390809120090740,2016-06-27,CA,16,-98.7,-13.59,39.1357472,-120.1517028,1896.6778421213044,6.679999828338623,1030.7500157356262,-103.2553507937362,-14.14477722776942,254.029515625,-109.24678810145748,-74.29474994422287,-14.892851765107219,-10.528835403264313
USGS - 390810119450101,2002-09-16,NV,16,-103,-13.34,39.13602047,-119.7511803,1430.0518134715026,10.010000228881836,233.84000325202942,-93.26394183510682,-12.810459630533185,282.96971875,-100.90023692127102,-65.95558217304544,-13.775317366145664,-9.360005865971605
USGS - 390814098175901,1991-07-09,KS,10,-51,-7.75,39.13723005,-98.3000573,452.6059128314538,12.5,705.399995803833,-45.20484186194161,-6.851658442791388,1120.561375,-74.35411175284605,-34.61330423841518,-10.685630207993302,-5.458565068910586
USGS - 390832121463601,1997-08-19,CA,18,-45.1,-5.32,39.14241389,-121.7774389,12.496190185918927,16.610000610351563,500.4199994802475,-67.48906307020165,-9.251263011409801,150.64578125,-69.16860883038865,-56.814098378856976,-9.48076237715572,-7.792596225421554
USGS - 390834119450701,2002-06-11,NV,16,-104,-13.54,39.14282609,-119.752847,1425.784821700701,10.010000228881836,233.84000325202942,-93.26394183510682,-12.810459630533185,282.96971875,-100.90023692127102,-65.95558217304544,-13.775317366145664,-9.360005865971605
USGS - 390840119422501,1989-10-19,NV,16,-108,-13.6,39.1443547,-119.7037892,1411.1551356293812,9.729999542236328,271.74999713897705,-91.8575584772165,-12.674295317969671,286.68071875,-99.52370853365207,-64.6396498634963,-13.642023453456902,-9.238472204082525
USGS - 390852119454601,1988-08-18,NV,16,-115,-14.8,39.14768717,-119.7637919,1423.3465406888142,10.289999961853027,218.27999877929687,-93.72051645919214,-12.855091355074885,282.96971875,-101.27854984172099,-66.29620202895242,-13.811344738018079,-9.385327182104268
USGS - 390855119452901,1989-02-28,NV,16,-107,-13.6,39.14852055,-119.7590696,1418.8661993294727,10.289999961853027,218.27999877929687,-93.72051645919214,-12.855091355074885,282.96971875,-101.27854984172099,-66.29620202895242,-13.811344738018079,-9.385327182104268
USGS - 390855119452901,1989-05-31,NV,16,-109,-13.8,39.14852055,-119.7590696,1418.8661993294727,10.289999961853027,218.27999877929687,-93.72051645919214,-12.855091355074885,282.96971875,-101.27854984172099,-66.29620202895242,-13.811344738018079,-9.385327182104268
USGS - 390856122044301,1997-08-13,CA,18,-58.3,-7.34,39.1483472,-122.0792722,16.763181956720512,16.690000534057617,424.9699994325638,-63.16677875138734,-8.771527242226657,130.04728125,-64.59501204200765,-52.77962954317241,-8.963400241500196,-7.376087525636893
USGS - 390857119450201,1988-01-19,NV,16,-103,-12.9,39.14907617,-119.7515694,1420.603474550442,10.289999961853027,218.27999877929687,-93.32347420896787,-12.815465202695265,282.96971875,-100.87436773531073,-65.92506673773735,-13.770566283583152,-9.349882156253717
USGS - 390857119450201,1989-06-05,NV,16,-108,-13.5,39.14907617,-119.7515694,1420.603474550442,10.289999961853027,218.27999877929687,-93.32347420896787,-12.815465202695265,282.96971875,-100.87436773531073,-65.92506673773735,-13.770566283583152,-9.349882156253717
USGS - 390900121350001,2006-08-02,CA,18,-55.2,-7.51,39.1547222,-121.5926667,19.811033221578786,16.6200008392334,558.3200051486492,-70.42505095201098,-9.638996510721286,167.770296875,-72.22626248581092,-59.26682559327334,-9.87931162014817,-8.150281784268518
USGS - 390900121350001,2016-10-04,CA,18,-53.2,-7.05,39.1547222,-121.5926667,19.811033221578786,16.6200008392334,558.3200051486492,-70.42505095201098,-9.638996510721286,167.770296875,-72.22626248581092,-59.26682559327334,-9.87931162014817,-8.150281784268518
USGS - 390909123111701,2009-06-24,CA,18,-48.04,-7.25,39.15239286,-123.1891714,181.34715025906735,14.869999885559082,969.0600111484528,-54.77117368502145,-8.136109607294518,51.84747265625,-56.30579823062346,-44.03866960820867,-8.34578997423821,-6.669695224857742
USGS - 390909123111701,2017-06-08,CA,18,-46.2,-6.96,39.15239286,-123.1891714,181.34715025906735,14.869999885559082,969.0600111484528,-54.77117368502145,-8.136109607294518,51.84747265625,-56.30579823062346,-44.03866960820867,-8.34578997423821,-6.669695224857742
USGS - 390909123111701,2018-06-07,CA,18,-46.2,-6.96,39.15239286,-123.1891714,181.34715025906735,14.869999885559082,969.0600111484528,-54.77117368502145,-8.136109607294518,51.84747265625,-56.30579823062346,-44.03866960820867,-8.34578997423821,-6.669695224857742
USGS - 390914119060601,2006-08-10,NV,16,-126,-15.88,39.15402778,-119.1017778,1320.0243828101188,11.210000038146973,119.25000190734863,-88.3700852889812,-12.050049195471075,334.8971875,-103.15814577689841,-70.4405874982057,-13.969000801472534,-9.723453431711738
USGS - 390914119420002,1989-10-19,NV,16,-124,-16,39.1537993,-119.7010114,1426.3943919536725,10.300000190734863,230.37999725341797,-92.88692696490763,-12.83630975573872,289.54878125,-100.76994578113333,-64.7650067380922,-13.828556592070552,-9.296563668295308
USGS - 390915119444601,1989-05-31,NV,16,-114,-14.6,39.1540763,-119.7471248,1412.2218835720817,10.289999961853027,218.27999877929687,-93.32347420896787,-12.815465202695265,289.54878125,-100.87436773531073,-65.92506673773735,-13.770566283583152,-9.349882156253717
USGS - 390915119455501,1989-02-28,NV,16,-110,-14.3,39.1540761,-119.76629200000001,1417.159402621152,10.289999961853027,218.27999877929687,-93.72051645919214,-12.855091355074885,285.877625,-101.27854984172099,-66.29620202895242,-13.811344738018079,-9.385327182104268
USGS - 390915119455501,1989-06-01,NV,16,-112,-14.4,39.1540761,-119.76629200000001,1417.159402621152,10.289999961853027,218.27999877929687,-93.72051645919214,-12.855091355074885,285.877625,-101.27854984172099,-66.29620202895242,-13.811344738018079,-9.385327182104268
USGS - 390917119430701,1988-08-30,NV,16,-105,-13.6,39.1546323,-119.7196235,1402.0115818348063,10.300000190734863,230.37999725341797,-91.90578467369598,-12.676169031691296,289.54878125,-99.58147486585496,-64.52348982463377,-13.64662492309025,-9.21416008335258
USGS - 390921094233401,1998-07-22,MO,10,-41.2,-6.66,39.15583749,-94.393006,223.71228284059737,13.010000228881836,1050.7699966430664,-39.97034179922792,-6.33709373778899,1047.618625,-63.17134088808345,-29.104023775311195,-9.363017741847175,-4.919885298435323
USGS - 390921094233401,1999-05-26,MO,10,-40.3,-6.69,39.15583749,-94.393006,223.71228284059737,13.010000228881836,1050.7699966430664,-39.97034179922792,-6.33709373778899,1047.618625,-63.17134088808345,-29.104023775311195,-9.363017741847175,-4.919885298435323
USGS - 390921094233401,2001-07-17,MO,10,-40.3,-6.59,39.15583749,-94.393006,223.71228284059737,13.010000228881836,1050.7699966430664,-39.97034179922792,-6.33709373778899,1047.618625,-63.17134088808345,-29.104023775311195,-9.363017741847175,-4.919885298435323
USGS - 390921094240201,1999-05-18,MO,10,-41.5,-6.74,39.15583745,-94.400784,223.71228284059737,13.130000114440918,1044.1299858093262,-39.93455493916196,-6.331891749297542,1048.0691875,-63.19165389772414,-29.129719927405404,-9.36535673497313,-4.92259783677167
USGS - 390921094240201,2001-07-17,MO,10,-40.8,-6.81,39.15583745,-94.400784,223.71228284059737,13.130000114440918,1044.1299858093262,-39.93455493916196,-6.331891749297542,1048.0691875,-63.19165389772414,-29.129719927405404,-9.36535673497313,-4.92259783677167
USGS - 390923094242001,1998-07-15,MO,10,-61.3,-8.65,39.15639298,-94.4057842,224.93142334654067,13.130000114440918,1044.1299858093262,-39.94566001589408,-6.332145218807565,1048.0691875,-63.19730409595578,-29.14335924433015,-9.36550866109708,-4.922898481546382
USGS - 390924094234502,1999-08-25,MO,10,-38.8,-6.49,39.1566708,-94.3960617,231.63669612922888,13.130000114440918,1044.1299858093262,-39.93455493916196,-6.331891749297542,1047.618625,-63.19165389772414,-29.129719927405404,-9.36535673497313,-4.92259783677167
USGS - 390924094234502,1999-11-20,MO,10,-39.4,-6.51,39.1566708,-94.3960617,231.63669612922888,13.130000114440918,1044.1299858093262,-39.93455493916196,-6.331891749297542,1047.618625,-63.19165389772414,-29.129719927405404,-9.36535673497313,-4.92259783677167
USGS - 390924094234502,2000-02-28,MO,10,-43,-6.75,39.1566708,-94.3960617,231.63669612922888,13.130000114440918,1044.1299858093262,-39.93455493916196,-6.331891749297542,1047.618625,-63.19165389772414,-29.129719927405404,-9.36535673497313,-4.92259783677167
USGS - 390925119452001,1989-01-18,NV,16,-102,-14,39.15685399,-119.7565697,1415.178299298994,10.289999961853027,218.27999877929687,-93.32347420896787,-12.815465202695265,285.877625,-100.87436773531073,-65.92506673773735,-13.770566283583152,-9.349882156253717
USGS - 390925119452001,1989-06-05,NV,16,-109,-14.1,39.15685399,-119.7565697,1415.178299298994,10.289999961853027,218.27999877929687,-93.32347420896787,-12.815465202695265,285.877625,-100.87436773531073,-65.92506673773735,-13.770566283583152,-9.349882156253717
USGS - 390931094240001,1998-07-22,MO,10,-56.4,-8.01,39.15861519,-94.4002285,224.0170679670832,13.130000114440918,1044.1299858093262,-40.04485791573527,-6.345001132656599,1048.0691875,-63.31165204198812,-29.235518703810794,-9.379971521210006,-4.93500783697888
USGS - 390933119030301,2011-04-12,NV,16,-122,-15.56,39.1591111,-119.0509444,1304.7851264858275,11.239999771118164,122.56999921798706,-88.86998202726075,-12.098494194855677,338.76721875,-103.5960200324957,-70.60441997981287,-14.01200123063197,-9.72506005003719
USGS - 390933119030302,2011-04-12,NV,16,-112,-14.29,39.1591111,-119.0509444,1304.7851264858275,11.239999771118164,122.56999921798706,-88.86998202726075,-12.098494194855677,338.76721875,-103.5960200324957,-70.60441997981287,-14.01200123063197,-9.72506005003719
USGS - 390942094233902,2000-05-23,MO,10,-43.1,-6.57,39.1616707,-94.394395,223.10271258762572,13.010000228881836,1050.7699966430664,-40.129238282334775,-6.355889445908566,1047.618625,-63.35379978036509,-29.251884675737607,-9.38519533339185,-4.937097082903508
USGS - 390943119450001,1989-03-10,NV,16,-112,-14.7,39.1618541,-119.751014,1413.2276744894848,10.289999961853027,218.27999877929687,-93.46843976840543,-12.830204047608856,285.877625,-101.02040998720844,-66.06612551996487,-13.785400203139586,-9.364276022947749
USGS - 390943119450001,1989-06-09,NV,16,-111,-14.8,39.1618541,-119.751014,1413.2276744894848,10.289999961853027,218.27999877929687,-93.46843976840543,-12.830204047608856,285.877625,-101.02040998720844,-66.06612551996487,-13.785400203139586,-9.364276022947749
USGS - 390943119450002,1989-03-10,NV,16,-106,-13.6,39.1618541,-119.751014,1413.2276744894848,10.289999961853027,218.27999877929687,-93.46843976840543,-12.830204047608856,285.877625,-101.02040998720844,-66.06612551996487,-13.785400203139586,-9.364276022947749
USGS - 390943119450002,1989-06-09,NV,16,-108,-13.7,39.1618541,-119.751014,1413.2276744894848,10.289999961853027,218.27999877929687,-93.46843976840543,-12.830204047608856,285.877625,-101.02040998720844,-66.06612551996487,-13.785400203139586,-9.364276022947749
USGS - 390943119450003,1989-03-11,NV,16,-105,-13.7,39.1618541,-119.751014,1413.2276744894848,10.289999961853027,218.27999877929687,-93.46843976840543,-12.830204047608856,285.877625,-101.02040998720844,-66.06612551996487,-13.785400203139586,-9.364276022947749
USGS - 390943119450003,1989-06-09,NV,16,-103,-13.7,39.1618541,-119.751014,1413.2276744894848,10.289999961853027,218.27999877929687,-93.46843976840543,-12.830204047608856,285.877625,-101.02040998720844,-66.06612551996487,-13.785400203139586,-9.364276022947749
USGS - 390943119450004,1989-03-11,NV,16,-105,-13.7,39.1618541,-119.751014,1413.3191100274307,10.289999961853027,218.27999877929687,-93.46843976840543,-12.830204047608856,285.877625,-101.02040998720844,-66.06612551996487,-13.785400203139586,-9.364276022947749
USGS - 390943119453801,1989-02-28,NV,16,-105,-13.7,39.161854,-119.7615699,1419.9939042974702,10.289999961853027,218.27999877929687,-93.85763183513309,-12.869749673557516,285.877625,-101.41657703345456,-66.43000888245989,-13.82608790218914,-9.3996776381153
USGS - 390943119453801,1989-06-01,NV,16,-107,-13.9,39.161854,-119.7615699,1419.9939042974702,10.289999961853027,218.27999877929687,-93.85763183513309,-12.869749673557516,285.877625,-101.41657703345456,-66.43000888245989,-13.82608790218914,-9.3996776381153
USGS - 390943119474801,2002-06-26,NV,16,-106,-14.36,39.16185367,-119.797682,1490.1310576043888,9.630000114440918,290.5399980545044,-96.5426652637832,-13.20098254959256,285.877625,-103.54428404556506,-68.28255221577082,-14.08299205999301,-9.640993363235854
USGS - 390945094231502,2000-05-22,MO,10,-44.7,-6.88,39.16250409,-94.3877281,221.5787869551966,13.010000228881836,1050.7699966430664,-40.08314876157768,-6.350214699450603,1047.618625,-63.294031843675945,-29.212201517064194,-9.377664223846383,-4.932291774428003
USGS - 390945094231502,2001-07-18,MO,10,-63.7,-8.63,39.16250409,-94.3877281,221.5787869551966,13.010000228881836,1050.7699966430664,-40.08314876157768,-6.350214699450603,1047.618625,-63.294031843675945,-29.212201517064194,-9.377664223846383,-4.932291774428003
USGS - 390945094233002,1998-07-22,MO,10,-81.7,-10.84,39.16250407,-94.3918949,222.49314233465407,13.010000228881836,1050.7699966430664,-40.08314876157768,-6.350214699450603,1047.618625,-63.294031843675945,-29.212201517064194,-9.377664223846383,-4.932291774428003
USGS - 390945119462801,1989-02-27,NV,16,-105,-13.5,39.1624094,-119.7754592,1436.2694300518133,9.630000114440918,290.5399980545044,-95.49421189666336,-13.067111413817486,285.877625,-102.41887566117437,-67.54470666258254,-13.940720772703466,-9.541027130861544
USGS - 390945119462801,1989-06-02,NV,16,-108,-13.8,39.1624094,-119.7754592,1436.2694300518133,9.630000114440918,290.5399980545044,-95.49421189666336,-13.067111413817486,285.877625,-102.41887566117437,-67.54470666258254,-13.940720772703466,-9.541027130861544
USGS - 390946121341101,2006-08-17,CA,18,-67.6,-9.47,39.16266667,-121.570611,20.42060347455044,16.6200008392334,558.3200051486492,-70.88547980493911,-9.70067108369245,167.770296875,-72.6963742236966,-59.66727048189814,-9.941878958423814,-8.20642581575626
USGS - 390954121394302,1996-06-13,CA,18,-64.3,-8.65,39.16489159,-121.6630237,17.372752209692166,16.68000030517578,552.4599967598915,-69.64328282866805,-9.523951537413623,160.8726875,-71.42182132398462,-58.60290937031747,-9.763320572539229,-8.03805541491298
USGS - 390955094244001,1999-05-05,MO,10,-36.8,-5.91,39.1652817,-94.4113399,224.0170679670832,13.130000114440918,1044.1299858093262,-40.074150811881566,-6.348334290129441,1048.0691875,-63.35332712073991,-29.259059058104008,-9.385039607437145,-4.937534977383109
USGS - 390955094244001,1999-08-27,MO,10,-37,-5.93,39.1652817,-94.4113399,224.0170679670832,13.130000114440918,1044.1299858093262,-40.074150811881566,-6.348334290129441,1048.0691875,-63.35332712073991,-29.259059058104008,-9.385039607437145,-4.937534977383109
USGS - 390955094244001,1999-11-24,MO,10,-36.4,-5.81,39.1652817,-94.4113399,224.0170679670832,13.130000114440918,1044.1299858093262,-40.074150811881566,-6.348334290129441,1048.0691875,-63.35332712073991,-29.259059058104008,-9.385039607437145,-4.937534977383109
USGS - 390955094244001,2000-02-23,MO,10,-35.7,-5.81,39.1652817,-94.4113399,224.0170679670832,13.130000114440918,1044.1299858093262,-40.074150811881566,-6.348334290129441,1048.0691875,-63.35332712073991,-29.259059058104008,-9.385039607437145,-4.937534977383109
USGS - 390955094244002,2000-03-31,MO,10,-38.8,-6.22,39.1652817,-94.4113399,224.0170679670832,13.130000114440918,1044.1299858093262,-40.074150811881566,-6.348334290129441,1048.0691875,-63.35332712073991,-29.259059058104008,-9.385039607437145,-4.937534977383109
USGS - 390957119454801,1989-03-03,NV,16,-110,-14.6,39.1657429,-119.7643478,1422.4626638220054,10.289999961853027,218.27999877929687,-93.85763183513309,-12.869749673557516,285.877625,-101.41657703345456,-66.43000888245989,-13.82608790218914,-9.3996776381153
USGS - 390957119454801,1989-06-07,NV,16,-111,-14.8,39.1657429,-119.7643478,1422.4626638220054,10.289999961853027,218.27999877929687,-93.85763183513309,-12.869749673557516,285.877625,-101.41657703345456,-66.43000888245989,-13.82608790218914,-9.3996776381153
USGS - 390957119454802,1989-03-03,NV,16,-108,-14.2,39.1657429,-119.7643478,1422.4017067967081,10.289999961853027,218.27999877929687,-93.85763183513309,-12.869749673557516,285.877625,-101.41657703345456,-66.43000888245989,-13.82608790218914,-9.3996776381153
USGS - 390957119454802,1989-06-07,NV,16,-107,-14.4,39.1657429,-119.7643478,1422.4017067967081,10.289999961853027,218.27999877929687,-93.85763183513309,-12.869749673557516,285.877625,-101.41657703345456,-66.43000888245989,-13.82608790218914,-9.3996776381153
USGS - 390957119454803,1989-03-03,NV,16,-107,-14.4,39.1657429,-119.7643478,1422.4017067967081,10.289999961853027,218.27999877929687,-93.85763183513309,-12.869749673557516,285.877625,-101.41657703345456,-66.43000888245989,-13.82608790218914,-9.3996776381153
USGS - 390957119454803,1989-06-07,NV,16,-111,-14.4,39.1657429,-119.7643478,1422.4017067967081,10.289999961853027,218.27999877929687,-93.85763183513309,-12.869749673557516,285.877625,-101.41657703345456,-66.43000888245989,-13.82608790218914,-9.3996776381153
USGS - 390957119454804,1989-03-06,NV,16,-111,-14.4,39.1657429,-119.7643478,1422.3712282840597,10.289999961853027,218.27999877929687,-93.85763183513309,-12.869749673557516,285.877625,-101.41657703345456,-66.43000888245989,-13.82608790218914,-9.3996776381153
USGS - 390957119454804,1989-06-07,NV,16,-107,-14.2,39.1657429,-119.7643478,1422.3712282840597,10.289999961853027,218.27999877929687,-93.85763183513309,-12.869749673557516,285.877625,-101.41657703345456,-66.43000888245989,-13.82608790218914,-9.3996776381153
USGS - 390958097490101,1991-07-08,KS,10,-49,-7.75,39.1661127,-97.8172619,402.01158183480646,13.029999732971191,745.2700099945068,-44.92728863789857,-6.824908674077044,1111.362375,-73.20054448618669,-34.17545124035015,-10.53397940143402,-5.41441229878905
USGS - 391000094224002,2001-07-19,MO,10,-71,-9.67,39.16667075,-94.3780057,220.05486132276744,13.010000228881836,1050.7699966430664,-40.03773674041856,-6.344729370379203,1047.618625,-63.23496883905281,-29.173183009858683,-9.370328405608909,-4.927673132260756
USGS - 391004119433301,2003-07-23,NV,16,-122,-16.03,39.1676879,-119.7268463,1408.107284364523,10.300000190734863,230.37999725341797,-92.90466422999638,-12.776570271299924,289.54878125,-100.60265711927686,-65.4428067404992,-13.750447393931484,-9.302356414867383
USGS - 391004119433301,2016-07-07,NV,16,-126,-16.31,39.1676879,-119.7268463,1408.107284364523,10.300000190734863,230.37999725341797,-92.90466422999638,-12.776570271299924,289.54878125,-100.60265711927686,-65.4428067404992,-13.750447393931484,-9.302356414867383
USGS - 391005119450001,1989-02-24,NV,16,-109,-14.9,39.16796528,-119.7510142,1412.1304480341357,10.289999961853027,218.27999877929687,-93.46843976840543,-12.830204047608856,285.877625,-101.02040998720844,-66.06612551996487,-13.785400203139586,-9.364276022947749
USGS - 391005119465701,1989-03-08,NV,16,-106,-13.9,39.16796497,-119.783515,1438.128619323377,9.630000114440918,290.5399980545044,-95.90526149347852,-13.111829351974135,285.877625,-102.83885221626616,-67.9197250941329,-13.986915833879795,-9.579783071682947
USGS - 391005119465701,1989-06-08,NV,16,-106,-13.7,39.16796497,-119.783515,1438.128619323377,9.630000114440918,290.5399980545044,-95.90526149347852,-13.111829351974135,285.877625,-102.83885221626616,-67.9197250941329,-13.986915833879795,-9.579783071682947
USGS - 391007119465301,1989-02-27,NV,16,-109,-14.4,39.16852054,-119.7824039,1449.8323681804327,9.630000114440918,290.5399980545044,-95.94164141688414,-13.127277622558488,285.877625,-102.89226210256903,-67.88736820904752,-14.003842092508414,-9.589265848173055
